module_name,classifications,status,strong_target_hits,composite_target_hits,exact_source_files,build_mentions,mt6878_context_hits,strong_examples,composite_examples,source_examples,mt6878_examples
met_scmi_api,LIKELY_PLATFORM_MATCH,EXACT_BUILD_TARGET,1,1,2,4,0,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:24:""met_scmi_api/met_scmi_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_scmi_api/Kbuild:5:met_scmi_api-y := default/met_api/met_scmi_api/met_scmi_api.o,kernel_modules/met_drv_v3/met_api/met_scmi_api/met_scmi_api.c || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/met_scmi_api.c,
met_sspm_api,LIKELY_PLATFORM_MATCH,EXACT_BUILD_TARGET,1,1,2,4,0,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:25:""met_sspm_api/met_sspm_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_sspm_api/Kbuild:5:met_sspm_api-y := default/met_api/met_sspm_api/met_sspm_api.o,kernel_modules/met_drv_v3/met_api/met_sspm_api/met_sspm_api.c || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/met_sspm_api.c,
met_vcore_api,LIKELY_PLATFORM_MATCH,EXACT_BUILD_TARGET,1,1,2,4,0,"kernel_modules/met_drv_v3/met_api/BUILD.bazel:26:""met_vcore_api/met_vcore_api.ko"",",kernel_modules/met_drv_v3/default/met_api/met_vcore_api/Kbuild:5:met_vcore_api-y := default/met_api/met_vcore_api/met_vcore_api.o,kernel_modules/met_drv_v3/met_api/met_vcore_api/met_vcore_api.c || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/met_vcore_api.c,
mii,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mmprofile,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,2,0,0,,,device_modules/drivers/misc/mediatek/mmp/dummy/mmprofile.c || device_modules/drivers/misc/mediatek/mmp/src/mmprofile.c,
mmqos_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mmqos_mt6878,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
monitor_hang,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,4,0,,,,
mrdump,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,6,0,,,,
msync2_frd,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6315_regulator,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6338_core,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6363_regulator,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mt6369_accdet,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6369_regulator,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mt6375,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/mfd/mt6375.c,
mt6375_adc,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6375_auxadc,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6375_battery,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6375_charger,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6685_audclk,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6685_core,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6878_dcm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mt6878_mt6369,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_afe_external,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_aie,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_aie_debug_7sp_2,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,kernel_modules/mtkcam/mtk-aie/mtk_aie_debug_7sp_2.c,
mtk_battery_oc_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_battery_oc_throttling.c,
mtk_bp_thl,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_bp_thl.c,
mtk_btcvsd,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_c2ps,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_cam_isp7sp,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_ccd_remoteproc,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_ccuv,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_cg_peak_power_throttling,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_charger_algorithm_class,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/power/supply/mtk_charger_algorithm_class.c,
mtk_charger_framework,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_chg_type_det,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/power/supply/mtk_chg_type_det.c,
mtk_cm_ipi,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_ipi.c,
mtk_cm_mgr,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_cm_mgr_mt6878,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_mgr_mt6878.c,
mtk_cmdq_drv_ext,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_composite,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_core_ctl,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_cpu_power_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_cpu_power_throttling.c,
mtk_dcm,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/dcm/mtk_dcm.c,
mtk_disp_notify,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,2,0,0,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_disp_notify.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_notify.c,
mtk_disp_sec,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_disp_sec.c,
mtk_dpc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dramc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dvfsrc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dvfsrc_devfreq,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dvfsrc_helper,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dvfsrc_regulator,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dvfsrc_start,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_dynamic_loading_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_dynamic_loading_throttling.c,
mtk_emi,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_fpsgo,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_gpu_hal,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_gpu_power_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_gpu_power_throttling.c,
mtk_gpu_qos,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_gpufreq_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_gpufreq_wrapper,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_hcp,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_heap_debug,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/dma-buf/heaps/mtk_heap_debug.c,
mtk_icc_core,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_imgsys_cmdq,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_imgsys_isp7sp,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_imgsys_v4l2,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_ioctl_powerhal,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_ioctl_touch_boost,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_iommu,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/iommu/mtk_iommu.c,
mtk_ipesys_me,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_irtx_pwm,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/irtx/mtk_irtx_pwm.c,
mtk_jpeg,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_low_battery_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_low_battery_throttling.c,
mtk_lpm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_lpm_dbg_common_v2,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_lpm_dbg_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_lpm_plat_v1,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mbox,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mbox_mailbox,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mbraink,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_md_power_throttling,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/mtk_md_power_throttling.c,
mtk_mdpm,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/mdpm/mtk_mdpm.c,
mtk_mmc,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmc_dbg,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmdvfs,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmdvfs_debug,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmdvfs_ftrace,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmdvfs_v3,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mmdvfs_v3_start,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mminfra_debug,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mminfra_imax,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mml,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_mml_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_panel_ext,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,2,0,0,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_panel_ext.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_panel_ext.c,
mtk_pbm,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/pbm/mtk_pbm.c,
mtk_pd_adapter,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/power/supply/mtk_pd_adapter.c,
mtk_pd_charging,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_peak_power_budget,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/pbm/mtk_peak_power_budget.c,
mtk_pep,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_pep40,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_pep50,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_perf_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_perf_ioctl,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_perf_ioctl_magt,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,1,0,,,,
mtk_pm_domain_disable_unused,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_pmic_keys,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_pmic_oc_debug,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_pmic_wrap,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_printk_ctrl,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/mtprintk/mtk_printk_ctrl.c,
mtk_pwm,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/pwm/mtk_pwm.c,
mtk_qos,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_rpmsg_mbox,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/rpmsg/mtk_rpmsg_mbox.c,
mtk_scp_audiocommon,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_scp_ultra,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_scp_vow,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_scpsys,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_scpsys_bringup,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_scpsys_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_sec_heap,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/dma-buf/heaps/mtk_sec_heap.c,
mtk_slbc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_smi,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_smi_dbg,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_soc_offload_common,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_socinfo,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_sp_spk_amp,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_spmi_pmic,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_spmi_pmic_adc,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_ssc,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_ssc_dbg_v2,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_swpm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_swpm_cpu_dbg_v6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_swpm_dbg_common_v1,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_swpm_dbg_v6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_swpm_perf_arm_pmu,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_sync,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,2,0,0,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_sync.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_sync.c,
mtk_tinysys_ipi,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/soc/mediatek/mtk_tinysys_ipi.c,
mtk_u_ether,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_uart_apdma,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_usb_f_rndis,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vcodec_common,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vcodec_dec_v1,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vcodec_enc_v1,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vcu,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/media/platform/mtk-vcu/mtk_vcu.c,
mtk_vmm_isp71_regulator,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vmm_notifier,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vmm_spm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_vow,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtk_wdt,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/watchdog/mtk_wdt.c,
mtk_wp,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
mtu3,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,5,0,,,,
mux_switch,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/typec/mux/mux_switch.c,
nfc,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,4,0,,,,
nhc_dest,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_fragment,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_hop,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_ipv6,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_mobility,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_routing,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nhc_udp,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nvmem_mt635x_efuse,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
nvmem_mtk_devinfo,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pd_chk_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pd_dbg_info,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/typec/tcpc/pd_dbg_info.c,
pda_drv_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
phy_mtk_ufs,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
phy_mtk_xsphy,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pidmap,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,2,0,,,device_modules/drivers/misc/mediatek/pidmap/pidmap.c,
pinctrl_mt6363,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pinctrl_mt6878,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pinctrl_mtk_common_v2_debug,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pinctrl_mtk_v2,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pmic_lbat_service,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/pmic_lbat_service.c,
pmic_lvsys_notify,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/power_throttling/pmic_lvsys_notify.c,
pmic_temp,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/thermal/mediatek/pmic_temp.c,
powerhal_cpu_ctrl,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,5,0,,,device_modules/drivers/misc/mediatek/performance/powerhal_cpu_ctrl/powerhal_cpu_ctrl.c,
ppp_deflate,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
ppp_generic,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
ppp_mppe,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pppox,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pptp,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
pwm_mtk_disp,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
r8152,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
r8153_ecm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
reboot_mode,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
regulator_vibrator,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
reset_ti_syscon,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rfcomm,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rfkill,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rpmb,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,4,0,,,,
rpmb_mtk,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rps_perf,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/rps/rps_perf.c,
rt4831a_drv,LIKELY_PLATFORM_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/gate_ic/rt4831a_drv.c,
rt5133_regulator,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rt6160_regulator,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rt_pd_manager,DIRECT_SOURCE_MATCH,EXACT_SOURCE_BASENAME,0,0,1,0,0,,,device_modules/drivers/misc/mediatek/typec/tcpc/rt_pd_manager.c,
rtc_mt6685,DIRECT_SOURCE_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
rtl8150,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
sapu,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,5,0,,,,
scheduler,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,7,0,,,,
scheduler_ext,LIKELY_PLATFORM_MATCH,NO_EXACT_EVIDENCE,0,0,0,0,0,,,,
scp,LIKELY_PLATFORM_MATCH,MENTION_ONLY,0,0,0,50,0,,,,
